0,-0.00191
0.00006,-0.00137
0.00024,-0.00191
0.00053,-0.00275
0.00095,-0.00137
0.00148,0.00076
0.00213,-0.00237
0.0029,-0.00244
0.00379,-0.00259
0.0048,-0.00298
0.00592,-0.00366
0.00716,-0.00137
0.00852,-0.00145
0.01,-0.00252
0.0116,-0.00099
0.01331,-0.00076
0.01515,-0.00122
0.0171,-0.00099
0.01917,-0.00015
0.02135,-0.00282
0.02366,-0.00191
0.02608,0.00023
0.02862,-0.00092
0.03127,-0.00099
0.03404,-0.0013
0.03693,-0.00092
0.03994,-0.00145
0.04307,-0.0016
0.04631,-0.00114
0.04966,-0.00038
0.05314,-0.00015
0.05673,-0.00053
0.06043,0.00008
0.06426,-0.0016
0.0682,-0.00206
0.07225,-0.00015
0.07642,-0.00092
0.0807,0.00038
0.0851,0.00137
0.08962,-0.00069
0.09425,0.00107
0.099,-0.00015
0.10386,-0.0013
0.10883,0.00076
0.11392,-0.00015
0.11912,-0.00046
0.12443,0.00114
0.12986,0.00015
0.13541,0.00114
0.14106,0.0016
0.14683,-0.00008
0.15271,0.00092
0.15871,0.00237
0.16481,0.00244
0.17103,0.00084
0.17736,0.00015
0.1838,0.00175
0.19035,0.00191
0.19701,0.0013
0.20379,0.00061
0.21067,0.0016
0.21766,0.00259
0.22477,0.00366
0.23198,0.00465
0.2393,0.00114
0.24674,0.00175
0.25428,0.00244
0.26193,0.00351
0.26968,0.00244
0.27755,0.00412
0.28552,0.00427
0.2936,0.0042
0.30178,0.00481
0.31008,0.0042
0.31848,0.00381
0.32698,0.00298
0.33559,0.00412
0.34431,0.00656
0.35313,0.00626
0.36205,0.00404
0.37108,0.00534
0.38021,0.00633
0.38945,0.00587
0.39879,0.00618
0.40823,0.00656
0.41777,0.00885
0.42742,0.00641
0.43717,0.0071
0.44702,0.00717
0.45697,0.00832
0.46702,0.00832
0.47717,0.00839
0.48742,0.00778
0.49776,0.00809
0.50821,0.00603
0.51876,0.00801
0.5294,0.00832
0.54014,0.00938
0.55098,0.009
0.56192,0.01007
0.57295,0.00847
0.58408,0.01007
0.5953,0.00801
0.60662,0.01083
0.61803,0.0106
0.62953,0.01152
0.64113,0.01022
0.65283,0.01152
0.66461,0.01068
0.67649,0.01274
0.68846,0.01091
0.70052,0.01381
0.71267,0.01389
0.72491,0.0132
0.73725,0.01244
0.74967,0.01511
0.76218,0.01343
0.77477,0.01289
0.78746,0.01297
0.80023,0.01556
0.81309,0.01389
0.82604,0.01541
0.83907,0.01633
0.85219,0.0145
0.86539,0.01465
0.87868,0.01534
0.89205,0.0174
0.9055,0.01717
0.91904,0.01633
0.93266,0.01717
0.94636,0.01846
0.96014,0.01602
0.974,0.01747
0.98794,0.01762
1.00196,0.01907
1.01606,0.01923
1.03024,0.01976
1.0445,0.01938
1.05883,0.01816
1.07324,0.01999
1.08773,0.02121
1.10229,0.0219
1.11693,0.02098
1.13164,0.02266
1.14642,0.02243
1.16128,0.02457
1.17621,0.0219
1.19121,0.02335
1.20629,0.02419
1.22143,0.0235
1.23664,0.02357
1.25193,0.02457
1.26728,0.02472
1.2827,0.02541
1.29819,0.02541
1.31375,0.02625
1.32937,0.02548
1.34506,0.02701
1.36082,0.02777
1.37664,0.02716
1.39252,0.02815
1.40847,0.02792
1.42448,0.02747
1.44055,0.02899
1.45668,0.0293
1.47288,0.03059
1.48913,0.0296
1.50544,0.02884
1.52182,0.03288
1.53825,0.03075
1.55474,0.03197
1.57129,0.03159
1.58789,0.03342
1.60455,0.03387
1.62126,0.03418
1.63803,0.03418
1.65485,0.03311
1.67173,0.03517
1.68865,0.03685
1.70563,0.03685
1.72266,0.03708
1.73974,0.03662
1.75687,0.03654
1.77405,0.03746
1.79128,0.03876
1.80856,0.03883
1.82588,0.03952
1.84325,0.03899
1.86066,0.04135
1.87812,0.04082
1.89563,0.04097
1.91317,0.04105
1.93076,0.04288
1.9484,0.04295
1.96607,0.04097
1.98379,0.04555
2.00154,0.04303
2.01934,0.0444
2.03717,0.04578
2.05504,0.04417
2.07295,0.04478
2.09089,0.04562
2.10888,0.04524
